tag,outcome,pretrend_slope,pretrend_p_value,n_weeks,ai_answerability_zscore
sql-server,log_answers,-0.005319859256277119,1.0352225181234888e-139,257,-0.1225456436497122
sql-server,code_share,-7.644523549704513e-05,0.00027934349243898215,257,-0.1225456436497122
sql-server,short_code_share,-0.00021933693799663394,3.498366599250001e-26,257,-0.1225456436497122
string,log_questions,-0.001152097624124945,1.279763687945169e-16,257,1.0622467500568022
string,log_answers,-0.0020843519524369157,1.4435420447085492e-41,257,1.0622467500568022
string,code_share,-5.707832063191038e-05,0.00022287862523491688,257,1.0622467500568022
string,short_code_share,-0.0002549009295917071,5.016587815989755e-17,257,1.0622467500568022
swift,log_questions,-0.004057470522142351,2.468885348072674e-103,257,-0.0980974833831817
swift,log_answers,-0.0055259707198467315,2.944036410497949e-116,257,-0.0980974833831817
swift,code_share,5.166848460059996e-05,0.00243087623327514,257,-0.0980974833831817
swift,short_code_share,-0.0001884522861133554,1.425404291831945e-27,257,-0.0980974833831817
swiftui,log_questions,0.0018977090440681424,0.0005743073707818082,184,-1.7749591079186724
swiftui,log_answers,-0.0023096477896676756,0.00012103952351727355,184,-1.7749591079186724
swiftui,code_share,0.00015901255860710316,5.348450201618188e-06,184,-1.7749591079186724
swiftui,short_code_share,-0.0004933170289700635,4.020678843719427e-15,184,-1.7749591079186724
tensorflow,log_questions,-0.00315183913997732,2.8387476591192557e-56,257,-0.2658503222944539
tensorflow,log_answers,-0.004182578800017132,1.7895356192511771e-66,257,-0.2658503222944539
tensorflow,code_share,0.00029519073412062765,5.2828729109324815e-33,257,-0.2658503222944539
tensorflow,short_code_share,-0.00015640143934737009,3.0747549732695926e-16,257,-0.2658503222944539
tkinter,log_questions,0.0015379554285694366,3.106196009975657e-14,257,0.0061753638332629
tkinter,log_answers,0.0006035045568279485,0.0035351664226254327,257,0.0061753638332629
tkinter,code_share,-4.798943899360023e-05,0.024383327153808924,257,0.0061753638332629
tkinter,short_code_share,-5.108890368559411e-05,0.1152664526914489,257,0.0061753638332629
typescript,log_questions,0.0013618653920165855,3.298896793350705e-39,257,0.401398994119196
typescript,log_answers,5.806860510813382e-05,0.5416300391802532,257,0.401398994119196
typescript,code_share,6.918927317901239e-05,1.1680425166917226e-12,257,0.401398994119196
typescript,short_code_share,-0.00014738670273028347,1.9822645619522278e-19,257,0.401398994119196
unity-game-engine,log_questions,-0.0007044903527305505,9.223226609290409e-06,257,-0.3706545569213798
unity-game-engine,log_answers,-0.0008815266322279148,1.4180244370690676e-07,257,-0.3706545569213798
unity-game-engine,code_share,7.122242794938084e-05,0.06456146966895683,257,-0.3706545569213798
unity-game-engine,short_code_share,3.575485690195342e-05,0.12232709319446071,257,-0.3706545569213798
vba,log_questions,-0.003700289398906704,6.224269899154789e-85,257,-0.3456402924748631
vba,log_answers,-0.004653229877626078,1.5152028874334568e-112,257,-0.3456402924748631
vba,code_share,-2.6339141666805507e-05,0.2043520464584442,257,-0.3456402924748631
vba,short_code_share,-0.00016705631724350464,2.969457295204273e-17,257,-0.3456402924748631
visual-studio,log_questions,-0.0021098376078867247,8.533446962977254e-44,257,-0.5607426113004864
visual-studio,log_answers,-0.002703371224860282,4.4681212572183414e-49,257,-0.5607426113004864
visual-studio,code_share,-7.140326804307785e-05,0.0736428371383288,257,-0.5607426113004864
visual-studio,short_code_share,-4.3569667357268225e-05,0.07613979468472576,257,-0.5607426113004864
visual-studio-code,log_questions,0.0037532977515675864,5.3674440279505376e-80,257,-0.2264298241485701
visual-studio-code,log_answers,0.0016490134066564298,3.930840616913737e-20,257,-0.2264298241485701
visual-studio-code,code_share,-0.0001243244691632524,0.0018125423699388013,257,-0.2264298241485701
visual-studio-code,short_code_share,-0.0002547601242251731,1.2843379499644202e-16,257,-0.2264298241485701
vue.js,log_questions,-0.0001837018815416744,0.3091716320667719,257,0.0771994691424347
vue.js,log_answers,-0.0013116220316760172,2.0694879451485012e-12,257,0.0771994691424347
vue.js,code_share,3.9142269448753876e-05,0.008549689911025591,257,0.0771994691424347
vue.js,short_code_share,-0.0001482436896373627,4.876231486648654e-15,257,0.0771994691424347
web-scraping,log_questions,0.0012256420606960201,1.576222535322313e-12,257,0.1856082512533589
web-scraping,log_answers,0.0006753575057398311,0.00015869776400360484,257,0.1856082512533589
web-scraping,code_share,3.719310496879743e-05,0.1338772514716307,257,0.1856082512533589
web-scraping,short_code_share,-7.236932037357911e-06,0.7769498519190671,257,0.1856082512533589
windows,log_questions,-0.0013657672330651175,2.7273994955972356e-23,257,-0.5546078527243149
windows,log_answers,-0.00237911325472738,1.347353695581699e-48,257,-0.5546078527243149
windows,code_share,2.7258563983427494e-05,0.4063232289727123,257,-0.5546078527243149
windows,short_code_share,-8.423945793485531e-05,0.0002379505587936726,257,-0.5546078527243149
wordpress,log_questions,-0.003265222588285612,4.679720740708709e-77,257,-0.6481104603555182
wordpress,log_answers,-0.004169116983514243,3.947215833695325e-95,257,-0.6481104603555182
wordpress,code_share,0.00010868636510796801,0.0012922134387512824,257,-0.6481104603555182
wordpress,short_code_share,-0.00012121468856067868,1.5803825575234197e-09,257,-0.6481104603555182
wpf,log_questions,-0.004464116626794865,2.2626168620617095e-102,257,-0.4180080180530354
wpf,log_answers,-0.00507982120658305,2.2524854003002446e-94,257,-0.4180080180530354
wpf,code_share,1.5880095680951254e-05,0.5912952652290323,257,-0.4180080180530354
wpf,short_code_share,-0.0001701915266577402,2.109622427892217e-12,257,-0.4180080180530354
xcode,log_questions,-0.0027421998631130956,2.9369324713203473e-38,257,-0.5294282601927262
xcode,log_answers,-0.0038166383408959506,3.28584649136783e-40,257,-0.5294282601927262
xcode,code_share,0.00033776716929024767,4.574311766990682e-15,257,-0.5294282601927262
xcode,short_code_share,-0.0001062974052381633,1.4682775891554863e-05,257,-0.5294282601927262
xml,log_questions,-0.003234454420429068,1.255366830827847e-78,257,-0.1510403945751972
xml,log_answers,-0.003928178120396606,6.1377817610741146e-89,257,-0.1510403945751972
xml,code_share,-4.313889806545224e-05,0.017585950279020022,257,-0.1510403945751972
xml,short_code_share,-0.000126701670815413,2.551618415843022e-10,257,-0.1510403945751972
